sentence	sentence_id	locale	reason
Uma criança brinca em uma piscina enquanto usa floaties laranja.	7da0fbd9692838ce9f1bc14eabd007d3cbffa37fa11972199ba1fdf7f23a83b7	pt	different-language
Uma criança brinca em uma piscina enquanto usa floaties laranja.	7da0fbd9692838ce9f1bc14eabd007d3cbffa37fa11972199ba1fdf7f23a83b7	pt	difficult-pronounce
Um, homem, em, um, bronzeado, camisa, corte, alimento	c7a1cd19852cdac716574bb6c8723ab5e23b24edab62547dc9b5f6eadc9bde00	pt	grammar-or-spelling
Toque Travis Scott Sicko Mode.	e7795e12445cff8e93d2b9bb1a219f8cf1b2a0a2a60691253d6501b642f65b6a	pt	different-language
Toque Travis Scott Sicko Mode.	e7795e12445cff8e93d2b9bb1a219f8cf1b2a0a2a60691253d6501b642f65b6a	pt	difficult-pronounce
Toque Travis Scott Sicko Mode.	e7795e12445cff8e93d2b9bb1a219f8cf1b2a0a2a60691253d6501b642f65b6a	pt	grammar-or-spelling
Que tipo de prova é que?	bb39a8bd68a56bc7c89af3a47bf274c970a8c381b39e4baeeba4bd298dc6acf0	pt	grammar-or-spelling
A viajem será longa	84a7ab22ffff228e07b8a34b5919c80ece7c26e1414e7feb90bb745af8055379	pt	grammar-or-spelling
Diga-me, - a previsão do tempo para Fort Yargo State Park	c8d35ad224e2c55fff8e081e195cbed9a6f6231d60639f0225d1f991fe571e7b	pt	grammar-or-spelling
Diga-me, - a previsão do tempo para Fort Yargo State Park	c8d35ad224e2c55fff8e081e195cbed9a6f6231d60639f0225d1f991fe571e7b	pt	different-language
Diga-me, - a previsão do tempo para Fort Yargo State Park	c8d35ad224e2c55fff8e081e195cbed9a6f6231d60639f0225d1f991fe571e7b	pt	difficult-pronounce
É tudo o que Mark fala sobre.	94f368eed25e68302db377e308e168bbe2eb5f542e9b3cb9a80e26ff70cd64cb	pt	grammar-or-spelling
"Meu nome é Melchizedek?", disse o velho.	c1571a50fea0420fd6062b3eb24bf2200c5288c832ead5e4da1c00806064b4d5	pt	grammar-or-spelling
"Meu nome é Melchizedek?", disse o velho.	c1571a50fea0420fd6062b3eb24bf2200c5288c832ead5e4da1c00806064b4d5	pt	different-language
"Meu nome é Melchizedek?", disse o velho.	c1571a50fea0420fd6062b3eb24bf2200c5288c832ead5e4da1c00806064b4d5	pt	difficult-pronounce
North City está servindo a Taipei Youth Career Development Center	07594a45505f0814d5efa733e11f1157df48c65762b2eb90d30157255f3e910a	pt	grammar-or-spelling
North City está servindo a Taipei Youth Career Development Center	07594a45505f0814d5efa733e11f1157df48c65762b2eb90d30157255f3e910a	pt	different-language
North City está servindo a Taipei Youth Career Development Center	07594a45505f0814d5efa733e11f1157df48c65762b2eb90d30157255f3e910a	pt	difficult-pronounce
Reserva de livros para minhas sobrinhas e eu no Light Horse Tavern	c527b8c4ba1b0aba8c24729a5eddcca167d7144966691a57abcf2a1d937ef561	pt	grammar-or-spelling
Reserva de livros para minhas sobrinhas e eu no Light Horse Tavern	c527b8c4ba1b0aba8c24729a5eddcca167d7144966691a57abcf2a1d937ef561	pt	different-language
Reserva de livros para minhas sobrinhas e eu no Light Horse Tavern	c527b8c4ba1b0aba8c24729a5eddcca167d7144966691a57abcf2a1d937ef561	pt	difficult-pronounce
Me dê a lista de filmes no Santikos Theatres	1849f2b3061e03d729ad24ce7d209e5a79845afd9b26872efdcbaf3beb6d9c47	pt	grammar-or-spelling
Me dê a lista de filmes no Santikos Theatres	1849f2b3061e03d729ad24ce7d209e5a79845afd9b26872efdcbaf3beb6d9c47	pt	different-language
Me dê a lista de filmes no Santikos Theatres	1849f2b3061e03d729ad24ce7d209e5a79845afd9b26872efdcbaf3beb6d9c47	pt	difficult-pronounce
Por favor, procure o programa de televisão Jenny of the Prairie.	ef12d8438b8d89f33da6336d08b1f23225d64c9bf42bf4ddb6cf4ce923621649	pt	grammar-or-spelling
Por favor, procure o programa de televisão Jenny of the Prairie.	ef12d8438b8d89f33da6336d08b1f23225d64c9bf42bf4ddb6cf4ce923621649	pt	difficult-pronounce
Por favor, procure o programa de televisão Jenny of the Prairie.	ef12d8438b8d89f33da6336d08b1f23225d64c9bf42bf4ddb6cf4ce923621649	pt	different-language
Que horas vai escapar de Hong Kong estar mostrando?	914bcd06d705101a59bdf5dbe9b349e6d8e947332bef9d07edf107398c78b919	pt	grammar-or-spelling
Yan Shuilong nasceu em Tainan	d44b18299daf7a5ed8f7c4d3c125e7dceff970e4d7d4b00091a34e14e7ec6d3f	pt	grammar-or-spelling
Yan Shuilong nasceu em Tainan	d44b18299daf7a5ed8f7c4d3c125e7dceff970e4d7d4b00091a34e14e7ec6d3f	pt	different-language
Yan Shuilong nasceu em Tainan	d44b18299daf7a5ed8f7c4d3c125e7dceff970e4d7d4b00091a34e14e7ec6d3f	pt	difficult-pronounce
A viajem será longa	84a7ab22ffff228e07b8a34b5919c80ece7c26e1414e7feb90bb745af8055379	pt	grammar-or-spelling
Próximo?, você desejará enumerar as guias para poder saltar rapidamente entre elas.	a39f77007bd0d4db1ed6ecfd814ea922195943d1d3a1f675b54e7858de8d8614	pt	grammar-or-spelling
A Fine Manufacturing Company foi contadora por catorze anos.	e6718a3d58b2c8785fe7310f0837dd8c428ce5a643b57fdd15748dce47b67512	pt	grammar-or-spelling
A Fine Manufacturing Company foi contadora por catorze anos.	e6718a3d58b2c8785fe7310f0837dd8c428ce5a643b57fdd15748dce47b67512	pt	different-language
A Fine Manufacturing Company foi contadora por catorze anos.	e6718a3d58b2c8785fe7310f0837dd8c428ce5a643b57fdd15748dce47b67512	pt	difficult-pronounce
Sabemos que? e estamos acostumados a isso.	993cf54ffacfa1be1f079f189859213b2dd54fe30f8c4f7ae732a0d5a8d671a1	pt	grammar-or-spelling
Ele moveu cerca de? invisível, mas todos puderam ouvi-lo.	bf5e6a5618a903840ebc12e4245e7530048f26c1e074aa9ea9c9e9a214f2f213	pt	grammar-or-spelling
Bilhete contrário de Scoot	94180b896cf3de78d45413cb3513dc1f9c241e3bf08627e784f60a7dc6147069	pt	grammar-or-spelling
Bilhete contrário de Scoot	94180b896cf3de78d45413cb3513dc1f9c241e3bf08627e784f60a7dc6147069	pt	different-language
Bilhete contrário de Scoot	94180b896cf3de78d45413cb3513dc1f9c241e3bf08627e784f60a7dc6147069	pt	difficult-pronounce
Saiba o que meu pai fez quando me juntei a?	d57de10459b6e42d8f59b392884d7c8ad5988aa41030df7c1c1b3ba82b493eb2	pt	grammar-or-spelling
Sacramento, em Calafornia, provavelmente terá conexão de alta velocidade em breve.	294f348078f15f2d34cfece45df2a5a2f30c991ac6c91e23219296d205e54a96	pt	grammar-or-spelling
uma mulher e um homem? fora de? desfrutando da companhia uns dos outros.	8c8cc6144a8f7ad0c2312f9414a645ff2d342fe59ae6bfe0a91f8cdb307343ff	pt	grammar-or-spelling
mostre-me a programação da Duquesa de Langeais no meu cinema	e98bd4c92f76ebca009818fbb8ba9da4cc30095f5162c3d4fd1f25f25da3ed5e	pt	grammar-or-spelling
mostre-me a programação da Duquesa de Langeais no meu cinema	e98bd4c92f76ebca009818fbb8ba9da4cc30095f5162c3d4fd1f25f25da3ed5e	pt	different-language
Por favor, encontre o trabalho? The Burning World.	b2fe8019091135695ccda8f3c6d6b3bc12dddbff67a5bd50b930b3f42190f331	pt	grammar-or-spelling
Por favor, encontre o trabalho? The Burning World.	b2fe8019091135695ccda8f3c6d6b3bc12dddbff67a5bd50b930b3f42190f331	pt	different-language
Por favor, encontre o trabalho? The Burning World.	b2fe8019091135695ccda8f3c6d6b3bc12dddbff67a5bd50b930b3f42190f331	pt	difficult-pronounce
Ativar modo nortuno.	c4c8eb275f3dd5afc2595eccc0bec1f5376915ae40dff344af4082bbbe8ff3f2	pt	grammar-or-spelling
Diga-me, - a previsão do tempo para Fort Yargo State Park	c8d35ad224e2c55fff8e081e195cbed9a6f6231d60639f0225d1f991fe571e7b	pt	grammar-or-spelling
Diga-me, - a previsão do tempo para Fort Yargo State Park	c8d35ad224e2c55fff8e081e195cbed9a6f6231d60639f0225d1f991fe571e7b	pt	difficult-pronounce
Diga-me, - a previsão do tempo para Fort Yargo State Park	c8d35ad224e2c55fff8e081e195cbed9a6f6231d60639f0225d1f991fe571e7b	pt	different-language
Cristinao Ronaldo é um grander jogador de futebol.	c1113acf10de630db909af8bb875e7a00d2dc644f9dc381d365043e8698c3f65	pt	grammar-or-spelling
Cristinao Ronaldo é um grander jogador de futebol.	c1113acf10de630db909af8bb875e7a00d2dc644f9dc381d365043e8698c3f65	pt	different-language
adicionar Chris de Burgh na minha playlist melancholia	872d5ca3b44e0bbc37ab3f8f270ec4c60da060007430218cd59cfc20b322e2a7	pt	grammar-or-spelling
adicionar Chris de Burgh na minha playlist melancholia	872d5ca3b44e0bbc37ab3f8f270ec4c60da060007430218cd59cfc20b322e2a7	pt	different-language
adicionar Chris de Burgh na minha playlist melancholia	872d5ca3b44e0bbc37ab3f8f270ec4c60da060007430218cd59cfc20b322e2a7	pt	difficult-pronounce
Diga-me, - a previsão do tempo para Fort Yargo State Park	c8d35ad224e2c55fff8e081e195cbed9a6f6231d60639f0225d1f991fe571e7b	pt	grammar-or-spelling
Diga-me, - a previsão do tempo para Fort Yargo State Park	c8d35ad224e2c55fff8e081e195cbed9a6f6231d60639f0225d1f991fe571e7b	pt	different-language
Diga-me, - a previsão do tempo para Fort Yargo State Park	c8d35ad224e2c55fff8e081e195cbed9a6f6231d60639f0225d1f991fe571e7b	pt	difficult-pronounce
É possível ver O Dia do Chacal no Pacific Theatres	acb61f8feaa7cb7cf0777868c043900f017c9f35d5c40eab35981a9dddcf97d6	pt	grammar-or-spelling
Assistir à conferência de imprensa da abertura da Ximen Red House	9a470288b99ced1bb87b06375d40422f945568c3a090ab8187e8aa5b9f6f215a	pt	grammar-or-spelling
Assistir à conferência de imprensa da abertura da Ximen Red House	9a470288b99ced1bb87b06375d40422f945568c3a090ab8187e8aa5b9f6f215a	pt	different-language
Assistir à conferência de imprensa da abertura da Ximen Red House	9a470288b99ced1bb87b06375d40422f945568c3a090ab8187e8aa5b9f6f215a	pt	difficult-pronounce
Tocar algum concerto de T. S. Monk.	f83712ed160a3b2f3a088f98fd82cf71437bc73bdd171b0fe1a3f440b8567a9e	pt	grammar-or-spelling
Tocar algum concerto de T. S. Monk.	f83712ed160a3b2f3a088f98fd82cf71437bc73bdd171b0fe1a3f440b8567a9e	pt	different-language
Tocar algum concerto de T. S. Monk.	f83712ed160a3b2f3a088f98fd82cf71437bc73bdd171b0fe1a3f440b8567a9e	pt	difficult-pronounce
Montras em uma rua quase vazia? Uma pessoa empurrando um carrinho está à distância.	09a5903124392fae2369a80a02765ee927c600a9bd8f96a6e8478a2be1ef9cad	pt	grammar-or-spelling
Informação actualizada e em directo.	de7c2e4231ffce19f8ed95e01e6c2a57f1a335cf6a6be6bb6bd810e4adcd692f	pt	grammar-or-spelling
Informação actualizada e em directo.	de7c2e4231ffce19f8ed95e01e6c2a57f1a335cf6a6be6bb6bd810e4adcd692f	pt	different-language
Informação actualizada e em directo.	de7c2e4231ffce19f8ed95e01e6c2a57f1a335cf6a6be6bb6bd810e4adcd692f	pt	difficult-pronounce
É possível ver O Dia do Chacal no Pacific Theatres	acb61f8feaa7cb7cf0777868c043900f017c9f35d5c40eab35981a9dddcf97d6	pt	grammar-or-spelling
É possível ver O Dia do Chacal no Pacific Theatres	acb61f8feaa7cb7cf0777868c043900f017c9f35d5c40eab35981a9dddcf97d6	pt	different-language
É possível ver O Dia do Chacal no Pacific Theatres	acb61f8feaa7cb7cf0777868c043900f017c9f35d5c40eab35981a9dddcf97d6	pt	difficult-pronounce
Eu amo shooters? Call of Duty é o meu favorito.	b4f609ce83dc7ae2cc86687c14abfd4c2e3a659ed049f1517403e3f3acc1b75c	pt	grammar-or-spelling
Eu amo shooters? Call of Duty é o meu favorito.	b4f609ce83dc7ae2cc86687c14abfd4c2e3a659ed049f1517403e3f3acc1b75c	pt	different-language
Eu amo shooters? Call of Duty é o meu favorito.	b4f609ce83dc7ae2cc86687c14abfd4c2e3a659ed049f1517403e3f3acc1b75c	pt	difficult-pronounce
Caminho Primrose	2571868f72a061ada002e66238384fcba1eed899d86e518d4e37f1e5a935c0c1	pt	grammar-or-spelling
Caminho Primrose	2571868f72a061ada002e66238384fcba1eed899d86e518d4e37f1e5a935c0c1	pt	different-language
Ele ergueu as sobrancelhas.	1c738f6c0c1570cc00db084e75bd3e27dce76896735ebda2ef9487f189741d42	pt	grammar-or-spelling
Ele ergueu as sobrancelhas.	1c738f6c0c1570cc00db084e75bd3e27dce76896735ebda2ef9487f189741d42	pt	grammar-or-spelling
Quero reservar um restaurante dentro da mesma área do Horse Pasture.	05c8c3040ea720ba5c5aa29964391cbdb66a4ae65131a97b33266b4d8faf4a76	pt	grammar-or-spelling
adicionar o álbum de bernd begemann à minha lista de reprodução da minha vida	277d13a6e2df517f45863414621da5042485a44b84be1d752c337c10315e0d5d	pt	grammar-or-spelling
adicionar o álbum de bernd begemann à minha lista de reprodução da minha vida	277d13a6e2df517f45863414621da5042485a44b84be1d752c337c10315e0d5d	pt	different-language
adicionar o álbum de bernd begemann à minha lista de reprodução da minha vida	277d13a6e2df517f45863414621da5042485a44b84be1d752c337c10315e0d5d	pt	difficult-pronounce
Mulher que sorri ao guardarar um livro e uma estrela de papel amarela.	09241ef5300a7011c542678701e8a9a6dd02dddb64dcb1f047ee50e2bbd7470c	pt	grammar-or-spelling
Ele ergueu as sobrancelhas.	1c738f6c0c1570cc00db084e75bd3e27dce76896735ebda2ef9487f189741d42	pt	grammar-or-spelling
adicionar o álbum de bernd begemann à minha lista de reprodução da minha vida	277d13a6e2df517f45863414621da5042485a44b84be1d752c337c10315e0d5d	pt	grammar-or-spelling
adicionar o álbum de bernd begemann à minha lista de reprodução da minha vida	277d13a6e2df517f45863414621da5042485a44b84be1d752c337c10315e0d5d	pt	difficult-pronounce
adicionar o álbum de bernd begemann à minha lista de reprodução da minha vida	277d13a6e2df517f45863414621da5042485a44b84be1d752c337c10315e0d5d	pt	different-language
Mulher que sorri ao guardarar um livro e uma estrela de papel amarela.	09241ef5300a7011c542678701e8a9a6dd02dddb64dcb1f047ee50e2bbd7470c	pt	grammar-or-spelling
"Al-Fayoum está no Egito?", disse o árabe.	6c4ade555eb50c0ecdca3cbc3f63c085afadd7fd4a581cd96713d2fdd35c66f0	pt	different-language
Quero reservar um restaurante dentro da mesma área do Horse Pasture.	05c8c3040ea720ba5c5aa29964391cbdb66a4ae65131a97b33266b4d8faf4a76	pt	grammar-or-spelling
Quero reservar um restaurante dentro da mesma área do Horse Pasture.	05c8c3040ea720ba5c5aa29964391cbdb66a4ae65131a97b33266b4d8faf4a76	pt	different-language
Quero reservar um restaurante dentro da mesma área do Horse Pasture.	05c8c3040ea720ba5c5aa29964391cbdb66a4ae65131a97b33266b4d8faf4a76	pt	difficult-pronounce
Próximo?, temos que pular para uma coluna específica.	2c9772443f7bdb73d2f9ff2bbac940f85373adcde42a0a225caa5a8accaa3bfa	pt	grammar-or-spelling
Encontre-me filmes de animação na Amco Entertainment amanhã	6fde3ed144f3ab3ced7fac3d821476a444374af6b3a88a35b632014ac2069b3c	pt	grammar-or-spelling
Encontre-me filmes de animação na Amco Entertainment amanhã	6fde3ed144f3ab3ced7fac3d821476a444374af6b3a88a35b632014ac2069b3c	pt	difficult-pronounce
Encontre-me filmes de animação na Amco Entertainment amanhã	6fde3ed144f3ab3ced7fac3d821476a444374af6b3a88a35b632014ac2069b3c	pt	different-language
Nadador em fato de banho vermelho? gorro branco? e óculos azuis emergindo da água	0e4241d963e52dd7e478af0a221b1ad02a8167497caaea340bb79f45da52d78d	pt	grammar-or-spelling
Um racer da bicicleta sustenta uma mão ao montar uma motocicleta.	22135b0c4ac93bee1d006dbc3a1539d145aae83b1167c2649352f50555dd83f2	pt	grammar-or-spelling
Um racer da bicicleta sustenta uma mão ao montar uma motocicleta.	22135b0c4ac93bee1d006dbc3a1539d145aae83b1167c2649352f50555dd83f2	pt	different-language
Um racer da bicicleta sustenta uma mão ao montar uma motocicleta.	22135b0c4ac93bee1d006dbc3a1539d145aae83b1167c2649352f50555dd83f2	pt	difficult-pronounce
Um surfista está fazendo cache de uma onda.	4f0533d03d4fceebedcc5143b07feba7a5cae76b8cf0914c6635589927ad8ec7	pt	grammar-or-spelling
Encontre-me filmes de animação na Amco Entertainment amanhã	6fde3ed144f3ab3ced7fac3d821476a444374af6b3a88a35b632014ac2069b3c	pt	grammar-or-spelling
Encontre-me filmes de animação na Amco Entertainment amanhã	6fde3ed144f3ab3ced7fac3d821476a444374af6b3a88a35b632014ac2069b3c	pt	different-language
Encontre-me filmes de animação na Amco Entertainment amanhã	6fde3ed144f3ab3ced7fac3d821476a444374af6b3a88a35b632014ac2069b3c	pt	difficult-pronounce
Caminho Primrose	2571868f72a061ada002e66238384fcba1eed899d86e518d4e37f1e5a935c0c1	pt	grammar-or-spelling
Caminho Primrose	2571868f72a061ada002e66238384fcba1eed899d86e518d4e37f1e5a935c0c1	pt	different-language
Caminho Primrose	2571868f72a061ada002e66238384fcba1eed899d86e518d4e37f1e5a935c0c1	pt	difficult-pronounce
Adicione g love à lista de reprodução This Is Mozart.	698f54abbd5bc0eb9ab005b922415ac64395e39aed1eaca1dd8a242ce472c56a	pt	grammar-or-spelling
Adicione g love à lista de reprodução This Is Mozart.	698f54abbd5bc0eb9ab005b922415ac64395e39aed1eaca1dd8a242ce472c56a	pt	different-language
Adicione g love à lista de reprodução This Is Mozart.	698f54abbd5bc0eb9ab005b922415ac64395e39aed1eaca1dd8a242ce472c56a	pt	difficult-pronounce
Um racer da bicicleta sustenta uma mão ao montar uma motocicleta.	22135b0c4ac93bee1d006dbc3a1539d145aae83b1167c2649352f50555dd83f2	pt	grammar-or-spelling
Um racer da bicicleta sustenta uma mão ao montar uma motocicleta.	22135b0c4ac93bee1d006dbc3a1539d145aae83b1167c2649352f50555dd83f2	pt	different-language
Uma mulher com cabelo vermelho está colocando na sombra no espelho	d2e1ae99eaa91f0eae3c0f6c36d68ab12ffadd5f60e3892c6149f22a13d4a44f	pt	grammar-or-spelling
Uma mulher com cabelo vermelho está colocando na sombra no espelho	d2e1ae99eaa91f0eae3c0f6c36d68ab12ffadd5f60e3892c6149f22a13d4a44f	pt	different-language
Um menino muito jovem está olhando para um conjunto de ferramentas de brinquedo.	c19521e60890c4a89c11a9fe3d608e756063f3f696c87c3bbd13e9db787e247d	pt	different-language
Teremos que correr se quisermos pegar o ônibus.	be77d78bef9c5e2d5f1b3b5e91517e576c514caf2a05b6da17b918e7cb235851	pt	different-language
Caso contrário, você poderia se esconder em algum café ou outro por um tempo.	beb3e3567895c31459026b8d8d3807b6a19eda30aee2f3f7dbfc09d96c588433	pt	o português é português do Brasil. O meu é Português de Portugal. 
Menino patinando em um trilho de metal.	7f4d97cdfe0217bd2b4b02daa629df9addd7aee0c9eed372b792baa837176d62	pt	O portugês é português do Brasil. O meu português é de Portugal.
Um jarro vai frequentemente para o poço?, mas finalmente está quebrado.	dc26b9d84d0a53e4bb9511d684da6eff23aba6cec4c12702a9affdc963d6d836	pt	offensive-language
Um esquiador está saindo de um salto em um declive? e está no ar.	c64acde071325a71b2425c8d6fc5716e2b2067bc4c6a52204e329f4c681a7bae	pt	grammar-or-spelling
Uma menina em um casaco azul está sentado na frente do horizonte de Seattle.	e81e21c06039ede47d122ca183597ca5df9193dc05ce286a68ced47a2c46c0ae	pt	grammar-or-spelling
No entanto? a apresentação do trabalho anterior poderia ser mais profunda.	913b6b2eafcb700413367e479b50e5063382a6a364fdcf973e8b8612b5fdcc47	pt	grammar-or-spelling
Uma mulher funde o dente-de-leão sopra em um campo.	0d00bc8d951d65572690a5bd915bac26174059fb9cd3d8bfcf3ff2671314ec0e	pt	grammar-or-spelling
Partição é tão doce e armagurado	cfbb4c0d409429b5e53798a7e2d91b9362b02f743abf43a24c53f8db7d613942	pt	grammar-or-spelling
Eles tropeçaram e caíram? e o solitário homónimo ficou de pé em silêncio.	f47b4b4afcb3d1144daf140af4ff3ecd2ce62497a04c9426c542b4458cf8b163	pt	grammar-or-spelling
Repolho em conserva Trem expresso rápido.	1451f5e80a947af85b6f17ba16eac96f327bbaad8dae84b9077ca978f126f6da	pt	grammar-or-spelling
Adicionar LaTour aos meus acessos no underground da playlist.	146d79ef720b627f8ae7d1bcdf3083cac86263fdbb19379f58e556ee5af42b97	pt	grammar-or-spelling
Adicionar LaTour aos meus acessos no underground da playlist.	146d79ef720b627f8ae7d1bcdf3083cac86263fdbb19379f58e556ee5af42b97	pt	different-language
Cujos homens são você?	1f3cba03511ab3afa2a892d9270da64cacf1f90213cbc8669a4a46d7ad17a8b1	pt	grammar-or-spelling
Homem na camisa branca e shorts tan fazendo um truque em um skate.	dc820e1a7e01362dc98c4db939c06dfc4716162674230b09e223578609accf5b	pt	grammar-or-spelling
Veja! Há Manuel atravessando a rua.	2e369df39e2ca7c0ef9cdf88333f5147347e0ddd659c3e9cd21494d173699879	pt	grammar-or-spelling
North City está servindo a Taipei Youth Career Development Center	07594a45505f0814d5efa733e11f1157df48c65762b2eb90d30157255f3e910a	pt	different-language
Isso não vai acontecer Tata? Conheci você quando ainda estava feliz!	2a8cffeb53a41d01384be32a1082a32b07fb1172234745ad4b489ee6042aea76	pt	grammar-or-spelling
Um músico muito tatuado está falando em um microfone.	2ff6bcaee26d7d4a1282a5c744b45a7b53cc137c86c1fa9d16b04465c5d741dc	pt	difficult-pronounce
Os leões caçam suas presas com sprints?, enquanto os lobos aproveitam sua resistência.	30cc3c4401bc6e007f2827e29e0da44ed2e8853c730282068be364670d8408df	pt	different-language
Os leões caçam suas presas com sprints?, enquanto os lobos aproveitam sua resistência.	30cc3c4401bc6e007f2827e29e0da44ed2e8853c730282068be364670d8408df	pt	difficult-pronounce
Elabora relatórios de acompanhamento cronológico para as diferentes unidades do Departamento que propõem contratos.	7927af0f85716a53e5c6b19d5bcbf4c510978e32936400f3694e6de66d889df1	pt	different-language
Tocar algum violino klezmer	2bcaa10ba70c5d272f2f983d7fdb1364ece6ff7e721311bd05520b4844b91be6	pt	difficult-pronounce
As folhas ficam marrons e amarelas no outono.	29854796764cf232ce92b67d7012d60a5ef40a25cbe8df199e78a0566b4fd30c	pt	different-language
Uma mulher em uma camisa de ciclismo anda de bicicleta	33c860c59d9c6a0c48ab5681022947410af72b67a88c7cdc7144e32a65f8a4c0	pt	When i try to upload return this message "Upload of this clip keeps failing at server, reload the page or try after sometime" but when i cancel the upload my message is upload
North City está servindo a Taipei Youth Career Development Center	07594a45505f0814d5efa733e11f1157df48c65762b2eb90d30157255f3e910a	pt	different-language
Cristinao Ronaldo é um grander jogador de futebol.	c1113acf10de630db909af8bb875e7a00d2dc644f9dc381d365043e8698c3f65	pt	grammar-or-spelling
Cristinao Ronaldo é um grander jogador de futebol.	c1113acf10de630db909af8bb875e7a00d2dc644f9dc381d365043e8698c3f65	pt	grammar-or-spelling
Ativar modo nortuno.	c4c8eb275f3dd5afc2595eccc0bec1f5376915ae40dff344af4082bbbe8ff3f2	pt	grammar-or-spelling
Dia de ano novo a quinze	d0297f7d67025f3d8c01a2d0b21ec7e41a129e5c14459a1d446b721fe1fdd79c	pt	difficult-pronounce
Dia de ano novo a quinze	d0297f7d67025f3d8c01a2d0b21ec7e41a129e5c14459a1d446b721fe1fdd79c	pt	different-language
Dia de ano novo a quinze	d0297f7d67025f3d8c01a2d0b21ec7e41a129e5c14459a1d446b721fe1fdd79c	pt	grammar-or-spelling
Dia de ano novo a quinze	d0297f7d67025f3d8c01a2d0b21ec7e41a129e5c14459a1d446b721fe1fdd79c	pt	offensive-language
Dia de ano novo a quinze	d0297f7d67025f3d8c01a2d0b21ec7e41a129e5c14459a1d446b721fe1fdd79c	pt	Googl

meu melhor amigo é viado mas não é vaiado	df4d2a4cb17176079702fa2563f8521dc0fb0556789b3edf0c4cdd58a7674323	pt	offensive-language
Sem responder?, o guarda entrou na tenda?, onde permaneceu por algum tempo.	e195e82d192ab486302488a806e1c1e20a3340369bf02d7a286ad476db2c1108	pt	grammar-or-spelling
As pessoas andam na frente de alguns graffiti.	f28e2ceb0a07bf21b0323402a888f75ab1a3a968180ee1c42aa74147701692a1	pt	grammar-or-spelling
Qual o limite do seu humano?	f4d0b669ea6f7e67e9c97fe870aa9c7a598581b416b4f6d588d331dba7540dd5	pt	grammar-or-spelling
O diodos estava em curto	f5285b127e052a32d31798b6574683c57d12414ca9d3b883296cdd6433148756	pt	grammar-or-spelling
Qual o limite do seu humano?	f4d0b669ea6f7e67e9c97fe870aa9c7a598581b416b4f6d588d331dba7540dd5	pt	grammar-or-spelling
Duas mulheres em shorts sentado nos degraus de um apartamento ou casa.	058da37ae88c91668ee14a0c83302cb8e01e4e10ce8eb7c903c04a14e724c6d9	pt	grammar-or-spelling
Ele é um grande noma da poesia brasileira.	04a1eca5d5a41f611e8add2f8d940c57a5978f11df3f2209c9c351dac9ed5a5c	pt	grammar-or-spelling
Saiba o que meu pai fez quando me juntei a?	d57de10459b6e42d8f59b392884d7c8ad5988aa41030df7c1c1b3ba82b493eb2	pt	grammar-or-spelling
o que significa peido do diabo em francês	1c52f71a1f1bebcd027c3d6c8c6a4013b283e57d47896450b00299f82a696480	pt	offensive-language
Uma menina em um casaco azul está sentado na frente do horizonte de Seattle.	e81e21c06039ede47d122ca183597ca5df9193dc05ce286a68ced47a2c46c0ae	pt	grammar-or-spelling
Uma criança pega gotas de água enquanto ele se senta em uma piscina rasa.	1f36b479caead9e9fd6b54c4cd1df3c31ccca8b55c1fb456eb01d75e15d3ec52	pt	grammar-or-spelling
James Madison e James Monroe foram presidentes do Estados Unidos.	406600d599e269c6544374e7d7db76ded246e30931cac556f53b17cd833aa382	pt	grammar-or-spelling
Cristinao Ronaldo é um grander jogador de futebol.	c1113acf10de630db909af8bb875e7a00d2dc644f9dc381d365043e8698c3f65	pt	grammar-or-spelling
Você sabe todos os presidentes to Estados Unidos?	1a938ffa3eded2764fa1653497c7ba2da35d1923273972f492d3b9a39badf7c0	pt	grammar-or-spelling
o que significa peido do diabo em francês	1c52f71a1f1bebcd027c3d6c8c6a4013b283e57d47896450b00299f82a696480	pt	offensive-language
Cristinao Ronaldo é um grander jogador de futebol.	c1113acf10de630db909af8bb875e7a00d2dc644f9dc381d365043e8698c3f65	pt	grammar-or-spelling
Nós não sabemos o que está na coisa confusa? você?	1e872cd77729a3ad96f119cb6b80f2155c300dd414e60ca612865d91e15965e9	pt	grammar-or-spelling
Mulher que sorri ao guardarar um livro e uma estrela de papel amarela.	09241ef5300a7011c542678701e8a9a6dd02dddb64dcb1f047ee50e2bbd7470c	pt	grammar-or-spelling
Você sabe todos os presidentes to Estados Unidos?	1a938ffa3eded2764fa1653497c7ba2da35d1923273972f492d3b9a39badf7c0	pt	grammar-or-spelling
submissão passiva é o ato de validar as frases alheias	43365d92608d2d6d813b650ea04c86db3e5fb3152656b5fef952be7ef1f9dfc3	pt	grammar-or-spelling
Eu estou dormindo com uma criança.	3f6f9ccbd3ac8bab47598e808230923c4b694e3ed842ba0f0838e6cb7cce677b	pt	offensive-language
Se ele comete um erro de compra?, isso não o afeta muito.	1956ad23a46bd235395a01c8d91cb028d7dbea88ba546ff225f6b7e80e8591d3	pt	grammar-or-spelling
Mas você vai amar ela? e ela vai devolver o seu amor.	2fcfd44d5f81e652ca214423cf50dd733f962e3b367c3aae9df52b61f4905d55	pt	grammar-or-spelling
Dezessete minutos depois,? ela estava na água e quase se afogou.	2b3a8d0d1bc3cdbd02d0f187c3de675e0d592433b9e0b722ae4d253f47159e54	pt	grammar-or-spelling
