Word Error Rate,Gestalt Pattern Matching,Longest Common Subsequence
"0,2857142857","0,9375","0,9677419355"
"0,3333333333","0,9361702128","0,9361702128"
0,1,1
"0,2142857143","0,9620253165","0,9620253165"
"0,2857142857","0,9459459459","0,9459459459"
"0,1428571429","0,975","0,9873417722"
"0,125","0,9803921569","0,9803921569"
"0,1428571429","0,9803921569","0,9803921569"
"0,375","0,9574468085","0,9574468085"
"0,25","0,95","0,95"
"0,25","0,9230769231","0,9230769231"
"0,25","0,9583333333","0,9583333333"
0,1,1
"0,7142857143","0,8571428571","0,8571428571"
"1,5","0,4716981132","0,4716981132"
"0,2","0,9655172414","0,9655172414"
"0,1666666667","0,9589041096","0,9589041096"
0,1,1
"0,2222222222","0,9555555556","0,9555555556"
0,1,1
"0,3333333333","0,9428571429","0,9428571429"
"0,4285714286","0,9090909091","0,9090909091"
"0,09090909091","0,9827586207","0,9827586207"
"0,25","0,9565217391","0,9565217391"
0,1,1
"0,25","0,9428571429","0,9565217391"
0,1,1
0,1,1
"0,25","0,9285714286","0,975"
"0,2","0,9583333333","0,9583333333"
"0,07692307692","0,987804878","0,987804878"
0,1,1
"0,25","0,9454545455","0,9454545455"
"0,375","0,9322033898","0,9322033898"
0,1,1
0,1,1
"0,5","0,8888888889","0,8888888889"
0,1,1
0,1,1
0,1,1
"0,5","0,9166666667","0,9166666667"
"0,09090909091","0,9852941176","0,9852941176"
"0,1818181818","0,9714285714","0,9714285714"
"0,25","0,9473684211","0,9473684211"
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
"0,3636363636","0,84375","0,84375"
"0,09090909091","0,9814814815","0,9814814815"
0,1,1
0,1,1
0,1,1
0,1,1
"0,5714285714","0,775","0,775"
"0,07142857143","0,9846153846","0,9846153846"
"0,1111111111","0,98","0,98"
"0,1666666667","0,9722222222","0,9722222222"
"0,25","0,9259259259","0,9259259259"
"0,25","0,9487179487","0,9487179487"
"0,2","0,9649122807","0,9649122807"
0,1,1
0,1,1
0,1,1
"0,2","0,9818181818","0,9818181818"
"0,07692307692","0,9836065574","0,9836065574"
0,1,1
"0,1428571429","0,9622641509","0,9622641509"
0,1,1
"0,25","0,9565217391","0,9565217391"
"0,25","0,9444444444","0,9444444444"
0,1,1
"0,2","0,9565217391","0,9565217391"
"0,1","0,9787234043","0,9787234043"
"0,2","0,9655172414","0,9655172414"
"0,1428571429","0,9743589744","0,9743589744"
"0,1538461538","0,9690721649","0,9690721649"
"0,1111111111","0,9830508475","0,9830508475"
0,1,1
0,1,1
"0,2","0,9705882353","0,9705882353"
"0,4285714286","0,825","0,825"
0,1,1
"0,1666666667","0,9615384615","0,9615384615"
"0,3333333333","0,9166666667","0,9166666667"
"0,6","0,6857142857","0,6857142857"
"0,3333333333","0,9722222222","0,9722222222"
0,1,1
"0,2","0,962962963","0,962962963"
0,1,1
0,1,1
0,1,1
"0,125","0,9803921569","0,9803921569"
"0,8181818182","0,78125","0,78125"
"0,2857142857","0,8888888889","0,9411764706"
0,1,1
0,1,1
"0,1666666667","0,9615384615","0,9615384615"
0,1,1
"0,5714285714","0,8611111111","0,8857142857"
0,1,1
"0,2222222222","0,9302325581","0,9302325581"
0,1,1
0,1,1
"0,2","0,9672131148","0,9672131148"
0,1,1
0,1,1
"0,5","0,9166666667","0,9166666667"
0,1,1
"0,4444444444","0,8275862069","0,8275862069"
"0,3333333333","0,9512195122","0,9512195122"
"0,25","0,9523809524","0,9523809524"
0,1,1
"0,25","0,9642857143","0,9642857143"
"0,25","0,9347826087","0,9347826087"
"0,1428571429","0,975","0,975"
0,1,1
0,1,1
"0,1428571429","0,9696969697","0,9696969697"
inf,0,0
0,1,1
inf,0,0
inf,0,0
0,1,1
"0,25","0,8870967742","0,8870967742"
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
"1,333333333","0,85","0,85"
"0,5","0,9411764706","0,9411764706"
"0,4","0,9298245614","0,9298245614"
"0,2727272727","0,961038961","0,961038961"
"0,2","0,9761904762","0,9761904762"
"0,125","0,9791666667","0,9791666667"
0,1,1
"0,125","0,9183673469","0,9183673469"
"0,5","0,6666666667","0,8"
"0,3333333333","0,9324324324","0,9324324324"
"0,4","0,9565217391","0,9565217391"
"0,2","0,9615384615","0,9615384615"
0,1,1
"0,5","0,7741935484","0,7741935484"
"0,3333333333","0,9333333333","0,9333333333"
"0,25","0,9607843137","0,9607843137"
0,1,1
0,1,1
"0,6","0,9117647059","0,9117647059"
"0,1818181818","0,9636363636","0,9636363636"
"0,2857142857","0,8837209302","0,8837209302"
"0,25","0,9444444444","0,9444444444"
"0,2","0,9615384615","0,9615384615"
"0,5","0,8","0,8"
"0,2857142857","0,9523809524","0,9523809524"
"0,1666666667","0,96","0,96"
"0,3333333333","0,875","0,875"
"0,25","0,9583333333","0,9583333333"
"0,1666666667","0,9736842105","0,9736842105"
0,1,1
"0,2","0,96","0,96"
"0,1428571429","0,972972973","0,972972973"
"0,1428571429","0,9722222222","0,9722222222"
"0,3333333333","0,9","0,9"
1,"0,7073170732","0,7073170732"
"0,3333333333","0,9189189189","0,9444444444"
"0,09090909091","0,9827586207","0,9827586207"
"0,25","0,9545454545","0,9545454545"
"0,2","0,9696969697","0,9696969697"
"0,25","0,8666666667","0,8666666667"
"0,3333333333","0,8787878788","0,8787878788"
"0,8571428571","0,8461538462","0,8461538462"
"0,3333333333","0,9577464789","0,9577464789"
"0,08333333333","0,9864864865","0,9864864865"
"0,1538461538","0,96875","0,96875"
"0,5","0,75","0,75"
"0,6666666667","0,71875","0,71875"
"0,2222222222","0,9361702128","0,9361702128"
"0,2222222222","0,9622641509","0,9622641509"
"0,25","0,9473684211","0,9473684211"
"0,5","0,8421052632","0,8421052632"
"0,3333333333","0,9428571429","0,9428571429"
"0,125","0,9818181818","0,9818181818"
"0,1666666667","0,9705882353","0,9705882353"
"0,08333333333","0,9803921569","0,9803921569"
"0,2","0,9705882353","0,9705882353"
"0,1428571429","0,9534883721",1
"0,1538461538","0,9761904762","0,9761904762"
0,1,1
"0,5","0,9","0,9"
"0,4545454545","0,90625","0,90625"
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
"0,1111111111","0,9777777778","0,9777777778"
"0,125","0,9756097561","0,9756097561"
"0,2","0,96875","0,96875"
"0,1428571429","0,9677419355","0,9677419355"
"0,3076923077","0,950617284","0,950617284"
"0,1428571429","0,9696969697","0,9696969697"
0,1,1
0,1,1
"0,09090909091","0,9811320755","0,9811320755"
"0,1538461538","0,9682539683","0,9682539683"
"0,125","0,976744186","0,976744186"
0,1,1
"0,1666666667","0,9756097561","0,9756097561"
"0,125","0,9772727273","0,9772727273"
"0,3333333333","0,96","0,96"
"0,2","0,9545454545","0,9545454545"
"0,2727272727","0,9473684211","0,9473684211"
"0,1666666667","0,972972973","0,972972973"
"0,3333333333","0,9523809524","0,9523809524"
"0,3333333333","0,9545454545","0,9545454545"
"0,125","0,9285714286","0,9285714286"
"0,2","0,96","0,96"
"0,4545454545","0,8510638298","0,8510638298"
"0,1111111111","0,98","0,98"
"0,1428571429","0,9591836735","0,9591836735"
"0,1666666667","0,9482758621","0,9482758621"
"0,1","0,9795918367","0,9795918367"
"0,7272727273","0,8947368421","0,8947368421"
"0,3333333333","0,9487179487","0,9487179487"
"0,2857142857","0,9512195122","0,9512195122"
"0,3333333333","0,9375","0,9375"
"0,25","0,9523809524","0,9523809524"
"0,25","0,9428571429","0,9428571429"
1,"0,75","0,8181818182"
0,1,1
"0,1428571429","0,9866666667","0,9866666667"
0,1,1
0,1,1
1,"0,8333333333","0,8333333333"
0,1,1
"0,1111111111","0,95","0,9661016949"
"0,1","0,9838709677","0,9838709677"
"0,2","0,9565217391","0,9565217391"
0,1,1
"0,25","0,9696969697","0,9696969697"
0,1,1
"0,5","0,9230769231","0,9230769231"
"0,1666666667","0,9684210526","0,9684210526"
0,1,1
"0,2","0,9655172414","0,9655172414"
"0,1428571429","0,9827586207","0,9827586207"
"0,2","0,9666666667","0,9666666667"
"0,2","0,9736842105","0,9736842105"
"0,2","0,9534883721","0,9534883721"
"0,2222222222","0,8863636364","0,8863636364"
"0,3333333333","0,9508196721","0,9508196721"
"0,1","0,9857142857","0,9857142857"
0,1,1
"0,1428571429","0,9722222222","0,9722222222"
"0,5","0,7391304348","0,7391304348"
"0,5","0,9069767442","0,9512195122"
"0,1111111111","0,9803921569","0,9803921569"
"0,6666666667","0,8684210526","0,8684210526"
"0,2857142857","0,9423076923","0,9423076923"
0,1,1
"0,125","0,9814814815","0,9814814815"
"0,1428571429","0,9777777778","0,9777777778"
"0,2222222222","0,9591836735","0,9791666667"
"0,2","0,9722222222","0,9722222222"
"0,1538461538","0,974025974","0,974025974"
"0,25","0,9555555556","0,9555555556"
"0,3333333333","0,9285714286","0,9285714286"
"0,1","0,9824561404","0,9824561404"
"0,125","0,9772727273","0,9772727273"
"0,1666666667","0,9736842105","0,9736842105"
"0,1111111111","0,9833333333","0,9833333333"
"0,1111111111","0,9791666667","0,9791666667"
"0,2727272727","0,9583333333","0,9583333333"
"0,25","0,9545454545","0,9545454545"
"0,2","0,9583333333","0,9583333333"
"0,6","0,9259259259","0,9259259259"
"0,4166666667","0,9016393443","0,9016393443"
"0,1666666667","0,972972973","0,972972973"
"0,5","0,8333333333","0,8333333333"
"0,1428571429","0,9714285714","0,9714285714"
"0,1538461538","0,9714285714","0,9714285714"
"0,09090909091","0,9855072464","0,9855072464"
"0,125","0,9787234043","0,9787234043"
"0,75","0,8260869565","0,8260869565"
0,1,1
"0,5","0,8333333333","0,8333333333"
"0,3846153846","0,8513513514","0,8513513514"
"0,75","0,8148148148","0,8461538462"
"0,2857142857","0,9459459459","0,9722222222"
"0,4285714286","0,8695652174","0,8695652174"
"0,09090909091","0,987012987","0,987012987"
"0,1666666667","0,9696969697","0,9696969697"
0,1,1
"0,1428571429","0,9545454545","0,9545454545"
"0,07692307692","0,9887640449","0,9887640449"
"0,9","0,9174311927","0,9174311927"
"0,8","0,914893617","0,914893617"
"0,8571428571","0,9285714286","0,9285714286"
"0,2","0,9714285714","0,9714285714"
"0,25","0,95","0,95"
"0,5","0,9090909091","0,9090909091"
0,1,1
"0,2727272727","0,9444444444","0,9444444444"
"0,1666666667","0,9565217391","0,9565217391"
1,"0,6363636364","0,6363636364"
"0,25","0,9682539683","0,9682539683"
"0,2222222222","0,9655172414","0,9655172414"
"0,5","0,7647058824","0,8125"
0,1,1
0,1,1
"0,3333333333","0,8043478261","0,8043478261"
0,1,1
"0,2","0,9666666667","0,9666666667"
"0,2","0,9677419355","0,9677419355"
"0,3333333333","0,8888888889","0,8888888889"
0,1,1
0,1,1
0,1,1
"0,7272727273","0,8953488372","0,8953488372"
"0,1428571429","0,9784946237","0,9891304348"
"0,375","0,8888888889","0,8888888889"
"0,6666666667","0,9268292683","0,9268292683"
"0,1666666667","0,9705882353","0,9705882353"
"0,2857142857","0,9487179487","0,9487179487"
"0,09090909091","0,9871794872","0,9871794872"
0,1,1
"0,1","0,9795918367","0,9795918367"
0,1,1
"0,25","0,9615384615","0,9615384615"
"0,25","0,9677419355","0,9677419355"
"0,8571428571","0,9294117647","0,9294117647"
"0,8181818182","0,9183673469","0,9183673469"
0,1,1
"0,8888888889","0,8765432099","0,8765432099"
0,1,1
"0,1428571429","0,9759036145","0,9759036145"
"0,25","0,9795918367","0,9795918367"
"0,1666666667","0,9","0,9"
"0,25","0,9523809524","0,9756097561"
"0,2222222222","0,8947368421","0,9107142857"
"0,09090909091","0,9838709677","0,9838709677"
"0,4","0,7323943662","0,7323943662"
"0,25","0,9428571429","0,9705882353"
0,1,1
"0,1111111111","0,9803921569","0,9803921569"
"0,1428571429","0,9705882353",1
0,1,1
0,1,1
"0,5","0,9523809524","0,9523809524"
0,1,1
"0,1","0,9863013699","0,9863013699"
0,1,1
"0,1538461538","0,9690721649","0,9690721649"
"0,4444444444","0,9245283019","0,9245283019"
"0,4","0,8529411765","0,8529411765"
"0,25","0,9615384615",1
0,1,1
0,1,1
0,1,1
"0,3333333333","0,9545454545","0,9545454545"
0,1,1
0,1,1
"0,2","0,9736842105","0,9736842105"
"0,2727272727","0,953125","0,953125"
"0,2727272727","0,9595959596","0,9595959596"
0,1,1
0,1,1
0,1,1
0,1,1
"0,4","0,9428571429","0,9428571429"
"0,09090909091","0,9795918367","0,9795918367"
0,1,1
0,1,1
"0,2","0,9642857143","0,9642857143"
"0,2307692308","0,9558823529","0,9558823529"
0,1,1
"0,4444444444","0,7735849057","0,7735849057"
"0,1666666667","0,9714285714","0,9714285714"
0,1,1
"0,5","0,8421052632","0,8421052632"
0,1,1
0,1,1
0,1,1
"0,3333333333","0,9375","0,9375"
0,1,1
"0,2","0,9583333333","0,9583333333"
"0,1538461538","0,9672131148","0,9672131148"
"0,4","0,9411764706","0,9411764706"
0,1,1
"0,1538461538","0,9759036145","0,9759036145"
"0,25","0,9591836735","0,9591836735"
"0,2142857143","0,96","0,96"
0,1,1
"0,3333333333","0,92","0,92"
"0,1","0,9444444444","0,9444444444"
0,1,1
0,1,1
"0,25","0,9583333333","0,9583333333"
"0,1666666667","0,9272727273","0,9272727273"
0,1,1
"0,1818181818","0,9464285714","0,9464285714"
"0,25","0,9615384615","0,9615384615"
"0,09090909091","0,9841269841","0,9841269841"
"0,25","0,9523809524","0,9523809524"
0,1,1
0,1,1
"0,2","0,9696969697","0,9696969697"
"0,4285714286","0,8888888889","0,8888888889"
"0,5","0,9090909091","0,9090909091"
"0,1666666667","0,9705882353","0,9705882353"
"0,2307692308","0,9636363636","0,9814814815"
"0,07142857143","0,9879518072","0,9879518072"
"0,3","0,9342105263","0,9342105263"
"0,3333333333","0,9565217391","0,9565217391"
1,"0,75","0,75"
0,1,1
"0,2857142857","0,9591836735","0,9591836735"
"0,2","0,96","0,96"
"0,1666666667","0,9784946237","0,9784946237"
0,1,1
"0,6","0,8064516129","0,8064516129"
0,1,1
"0,25","0,9523809524","0,9523809524"
"0,1","0,9615384615",1
0,1,1
"0,2","0,9655172414","0,9655172414"
"0,07692307692","0,988372093","0,988372093"
"0,3333333333","0,9285714286","0,9285714286"
"0,2142857143","0,9571428571","0,9571428571"
"0,5","0,8965517241","0,8965517241"
"0,1538461538","0,96","0,96"
0,1,1
"0,5","0,8888888889","0,8888888889"
0,1,1
"0,2","0,9480519481","0,9480519481"
0,1,1
"0,25","0,95","0,95"
"0,1666666667","0,9777777778","0,9777777778"
"0,5","0,9213483146","0,9213483146"
"0,1666666667","0,9705882353","0,9705882353"
0,1,1
"0,2857142857","0,95","0,95"
0,1,1
0,1,1
0,1,1
"0,25","0,9444444444","0,9444444444"
0,1,1
0,1,1
"0,1428571429","0,9761904762","0,9761904762"
"0,25","0,9534883721","0,9534883721"
"0,1666666667","0,9705882353","0,9705882353"
"0,09090909091","0,9857142857","0,9857142857"
"0,25","0,9523809524","0,9523809524"
"0,1666666667","0,9230769231","0,9230769231"
"0,4","0,9310344828","0,9310344828"
"0,4","0,8235294118","0,8235294118"
"0,1818181818","0,975","0,975"
"0,2","0,96875","0,96875"
"0,08333333333","0,9850746269","0,9850746269"
"0,1666666667","0,9655172414","0,9655172414"
0,1,1
"0,1666666667","0,9696969697","0,9696969697"
"0,25","0,9534883721","0,9534883721"
"0,3636363636","0,9454545455","0,962962963"
"0,1666666667","0,9714285714","0,9714285714"
0,1,1
"0,2222222222","0,9607843137","0,9607843137"
"0,1428571429","0,9787234043","0,9787234043"
"0,1666666667","0,9718309859","0,9718309859"
"0,1428571429","0,9772727273","0,9772727273"
"0,25","0,9411764706","0,9411764706"
0,1,1
"0,5","0,9230769231","0,9230769231"
"0,2","0,9677419355","0,9677419355"
"0,2857142857","0,9024390244","0,9024390244"
"0,125","0,9772727273","0,9772727273"
"0,25","0,9473684211","0,9473684211"
"0,2","0,9714285714","0,9714285714"
"0,25","0,9589041096","0,9589041096"
"0,2222222222","0,9516129032","0,9516129032"
"0,2857142857","0,9411764706","0,9411764706"
0,1,1
"0,3636363636","0,8771929825","0,8771929825"
"0,375","0,8636363636","0,8636363636"
0,1,1
"0,3333333333","0,9166666667","0,9166666667"
0,1,1
0,1,1
"0,07142857143","0,987654321","0,987654321"
"0,1818181818","0,9545454545","0,9545454545"
"0,3333333333","0,8831168831","0,8831168831"
"0,3333333333","0,9615384615","0,9615384615"
"0,2","0,9166666667",1
"0,1818181818","0,9696969697","0,9696969697"
"0,1666666667","0,976744186","0,976744186"
"0,2","0,9583333333","0,9583333333"
"0,09090909091","0,9830508475","0,9830508475"
0,1,1
"0,6","0,9117647059","0,9117647059"
"0,1666666667","0,96875","0,96875"
"0,2","0,9736842105","0,9736842105"
"0,2","0,9655172414","0,9655172414"
"0,6","0,7777777778","0,7777777778"
"0,1428571429","0,9743589744","0,9743589744"
"0,25","0,962962963","0,962962963"
"0,1428571429","0,9777777778","0,9777777778"
"0,3333333333","0,9375","0,9375"
"0,3333333333","0,8313253012","0,9718309859"
"0,2","0,9215686275","0,9215686275"
"0,1666666667","0,975","0,975"
"0,3333333333","0,9333333333",1
"0,1111111111","0,9803921569","0,9803921569"
0,1,1
"0,2","0,9761904762","0,9761904762"
"0,1666666667","0,96875","0,96875"
"0,09090909091","0,9846153846","0,9846153846"
"0,08333333333","0,9833333333","0,9833333333"
"0,1","0,985915493","0,985915493"
"0,1111111111","0,9803921569","0,9803921569"
"0,1","0,9014084507","0,9014084507"
"0,1818181818","0,9636363636","0,9636363636"
"0,1818181818","0,96875","0,96875"
"0,25","0,9473684211","0,9473684211"
"0,08333333333","0,9848484848","0,9848484848"
"0,3333333333","0,9375","0,9375"
0,1,1
"0,1666666667","0,9655172414","0,9655172414"
"0,1428571429","0,96875","0,96875"
"0,2","0,9622641509","0,9622641509"
0,1,1
"0,4","0,8936170213","0,8936170213"
0,1,1
"0,2222222222","0,9759036145","0,9759036145"
"0,2727272727","0,8860759494","0,8860759494"
"0,2857142857","0,90625","0,90625"
0,1,1
0,1,1
0,1,1
inf,0,0
0,1,1
"0,25","0,9210526316","0,9210526316"
"0,3333333333","0,9473684211","0,9473684211"
0,1,1
"0,3333333333","0,9310344828","0,9310344828"
0,1,1
0,1,1
"0,5","0,8888888889","0,8888888889"
"0,1666666667","0,9666666667","0,9666666667"
0,1,1
"0,5714285714","0,75","0,7741935484"
"0,1","0,9841269841","0,9841269841"
"0,08333333333","0,9866666667","0,9866666667"
"0,2","0,9642857143","0,9642857143"
"0,5","0,9047619048","0,9047619048"
0,1,1
"0,2","0,9583333333","0,9583333333"
0,1,1
"0,3333333333","0,9375","0,9375"
"0,1818181818","0,9649122807","0,9649122807"
"0,2","0,9714285714","0,9714285714"
"0,1428571429","0,9714285714","0,9714285714"
"0,1428571429","0,9714285714","0,9714285714"
"0,25","0,9565217391","0,9565217391"
"0,125","0,9795918367","0,9795918367"
"0,1428571429","0,9714285714","0,9714285714"
"0,1428571429","0,9605263158","0,9605263158"
"0,4285714286","0,9130434783","0,9130434783"
"0,2","0,9696969697","0,9696969697"
"0,1666666667","0,9714285714","0,9714285714"
"0,2857142857","0,96","0,96"
"0,2","0,9791666667","0,9791666667"
"0,2","0,9661016949","0,9661016949"
0,1,1
"0,3333333333","0,9555555556","0,9555555556"
"0,2857142857","0,9473684211","0,9473684211"
0,1,1
"0,2727272727","0,9436619718","0,9436619718"
0,1,1
"0,125","0,9841269841","0,9841269841"
0,1,1
0,1,1
"0,25","0,9690721649","0,9690721649"
"0,1666666667","0,9705882353","0,9705882353"
"0,08333333333","0,9885057471","0,9885057471"
"0,125","0,9756097561","0,9756097561"
"0,1428571429","0,9736842105","0,9736842105"
0,1,1
"0,3333333333","0,9","0,9"
0,1,1
0,1,1
"0,25","0,9666666667","0,9666666667"
0,1,1
"0,375","0,9111111111","0,9111111111"
"0,3333333333","0,9333333333","0,9333333333"
"0,8333333333","0,8461538462","0,8461538462"
0,1,1
"0,2666666667","0,9390243902","0,950617284"
0,1,1
"0,3333333333","0,9333333333","0,9333333333"
"0,2","0,96875","0,96875"
"0,1428571429","0,975","0,975"
"0,07142857143","0,9846153846","0,9846153846"
"0,25","0,9459459459","0,9459459459"
"0,2857142857","0,9428571429","0,9428571429"
"0,1428571429","0,9714285714","0,9714285714"
"0,1428571429","0,9736842105","0,9736842105"
"0,1111111111","0,9807692308","0,9807692308"
0,1,1
"0,2","0,9545454545","0,9545454545"
"0,2","0,9545454545","0,9545454545"
"0,1428571429","0,9473684211","0,9473684211"
"0,25","0,9666666667","0,9666666667"
"0,2222222222","0,9615384615","0,9615384615"
"0,125","0,9777777778","0,9777777778"
"0,5","0,9038461538","0,9038461538"
"0,1111111111","0,9777777778","0,9777777778"
"0,25","0,9666666667","0,9666666667"
"0,1428571429","0,8571428571","0,8823529412"
"0,1428571429","0,9777777778","0,9777777778"
"0,2","0,96875","0,96875"
"0,25","0,9538461538","0,9538461538"
"0,125","0,9777777778","0,9777777778"
"0,1818181818","0,9705882353","0,9705882353"
0,1,1
0,1,1
0,1,1
"0,4285714286","0,8378378378","0,8378378378"
"0,2","0,9622641509","0,9622641509"
"0,2307692308","0,9315068493","0,9315068493"
"0,2666666667","0,8860759494","0,9090909091"
"0,1666666667","0,9677419355","0,9677419355"
"0,25","0,9565217391","0,9565217391"
"0,6666666667","0,8387096774","0,8387096774"
0,1,1
"0,1666666667","0,9318181818","0,9318181818"
0,1,1
"0,4","0,9210526316","0,9210526316"
"0,25","0,85","0,85"
0,1,1
"0,1428571429","0,976744186","0,976744186"
0,1,1
0,1,1
"0,125","0,9787234043","0,9787234043"
0,1,1
0,1,1
"0,2","0,96","0,96"
"0,1666666667","0,9787234043","0,9787234043"
"0,2","0,9583333333","0,9583333333"
"0,5","0,6842105263","0,6842105263"
"0,25","0,9666666667","0,9666666667"
"0,4","0,8965517241","0,8965517241"
0,1,1
0,1,1
0,1,1
"0,2","0,7678571429","0,9772727273"
0,1,1
"0,2","0,9583333333","0,9583333333"
"0,375","0,9285714286","0,9285714286"
"0,3333333333","0,9444444444","0,9444444444"
"0,1666666667","0,975","0,975"
0,1,1
0,1,1
"0,5","0,8285714286","0,8285714286"
"0,125","0,9777777778","0,9777777778"
"0,2857142857","0,9375","0,9375"
"0,1","0,9803921569","0,9803921569"
"0,1111111111","0,9743589744","0,9743589744"
"0,1538461538","0,9718309859","0,9718309859"
"0,2222222222","0,9615384615","0,9615384615"
"0,25","0,95","0,95"
"0,1428571429","0,9736842105","0,9736842105"
"0,1428571429","0,976744186","0,976744186"
"0,125","0,972972973","0,972972973"
"0,1428571429","0,9777777778","0,9777777778"
"0,5","0,9090909091","0,9090909091"
"0,75","0,8125","0,8125"
"0,09090909091","0,9873417722","0,9873417722"
"0,1","0,9824561404","0,9824561404"
"0,2","0,9583333333","0,9583333333"
0,1,1
"0,25","0,8474576271","0,8474576271"
0,1,1
0,1,1
0,1,1
"0,1428571429","0,9777777778","0,9777777778"
"0,2222222222","0,8863636364","0,8863636364"
0,1,1
0,1,1
0,1,1
inf,0,0
inf,0,0
"0,6","0,8275862069","0,8275862069"
0,1,1
"0,4285714286","0,8","0,8"
0,1,1
"0,3333333333","0,9428571429","0,9428571429"
"0,2857142857","0,9411764706","0,9411764706"
0,1,1
"0,25","0,9444444444","0,9444444444"
"0,125","0,9411764706","0,9411764706"
0,1,1
0,1,1
0,1,1
"0,25","0,95","0,95"
"0,08333333333","0,9863013699","0,9863013699"
"0,25","0,9565217391","0,9565217391"
"0,125","0,9811320755","0,9811320755"
"0,2","0,975","0,975"
"0,1111111111","0,9777777778","0,9777777778"
"0,1","0,9795918367","0,9795918367"
"0,5","0,8987341772","0,8987341772"
0,1,1
"0,2","0,9565217391","0,9565217391"
"0,1818181818","0,9322033898","0,9322033898"
"0,07692307692","0,9855072464","0,9855072464"
"0,09090909091","0,9811320755","0,9811320755"
0,1,1
"0,25","0,962962963","0,962962963"
0,1,1
"0,2727272727","0,94","0,94"
0,1,1
"0,4","0,9130434783","0,9130434783"
"0,1428571429","0,9718309859","0,9718309859"
"0,4166666667","0,9487179487","0,9487179487"
"0,25","0,962962963","0,962962963"
"0,08333333333","0,9866666667","0,9866666667"
"0,1428571429","0,9714285714","0,9714285714"
"0,1666666667","0,9655172414","0,9655172414"
"0,1","0,9838709677","0,9838709677"
"0,125","0,9777777778","0,9777777778"
"0,125","0,9782608696","0,9782608696"
"0,2307692308","0,9620253165","0,9620253165"
"0,2","0,9545454545","0,9545454545"
"0,2222222222","0,9454545455","0,9454545455"
"0,25","0,9459459459","0,9459459459"
0,1,1
"0,2727272727","0,8983050847","0,8983050847"
"0,1538461538","0,9666666667","0,9666666667"
"0,1428571429","0,9722222222","0,9722222222"
"0,4285714286","0,8974358974","0,8974358974"
0,1,1
"0,5","0,9318181818","0,9318181818"
"0,5","0,9","0,9"
"0,1818181818","0,8888888889","0,8888888889"
"0,2","0,9655172414","0,9655172414"
"0,1111111111","0,9830508475","0,9830508475"
"0,1666666667","0,9615384615","0,9615384615"
"0,1111111111","0,9761904762","0,9761904762"
"0,09090909091","0,9848484848","0,9848484848"
"0,1428571429","0,96875","0,96875"
"0,375","0,8292682927","0,8292682927"
0,1,1
"0,25","0,8076923077","0,84"
"0,1666666667","0,9642857143","0,9642857143"
"0,3333333333","0,9154929577","0,9154929577"
"0,1428571429","0,9705882353","0,9705882353"
0,1,1
"0,1111111111","0,9811320755","0,9811320755"
"0,1111111111","0,9777777778","0,9777777778"
"0,09090909091","0,9857142857","0,9857142857"
"0,08333333333","0,987012987","0,987012987"
0,1,1
"0,25","0,8928571429","0,9615384615"
"0,3333333333","0,9565217391","0,9565217391"
0,1,1
0,1,1
"0,5","0,7777777778","0,84"
"0,1428571429","0,9714285714","0,9714285714"
"0,2","0,9523809524","0,9523809524"
0,1,1
"0,3333333333","0,9090909091","0,9090909091"
"0,2","0,96875","0,96875"
0,1,1
"0,1111111111","0,9714285714","0,9714285714"
0,1,1
"0,2222222222","0,9607843137","0,9607843137"
0,1,1
"0,3571428571","0,93","0,9393939394"
"0,1","0,9787234043","0,9787234043"
0,1,1
"0,4","0,9032258065","0,9032258065"
"0,3333333333","0,7352941176","0,7352941176"
"0,3636363636","0,9342105263","0,9342105263"
"0,08333333333","0,9855072464","0,9855072464"
"0,375","0,9152542373","0,9152542373"
"0,2222222222","0,9636363636","0,9636363636"
1,"0,8571428571","0,8571428571"
"0,2","0,9714285714","0,9714285714"
"0,5","0,7777777778","0,7777777778"
0,1,1
0,1,1
"0,1666666667","0,9677419355","0,9677419355"
"0,1666666667","0,9756097561","0,9756097561"
"0,75","0,8367346939","0,8367346939"
"0,3333333333","0,9411764706","0,9411764706"
0,1,1
"0,1428571429","0,9677419355","0,9677419355"
"0,25","0,95","0,95"
0,1,1
0,1,1
"0,1666666667","0,9714285714","0,9714285714"
0,1,1
"0,1818181818","0,9464285714","0,9464285714"
"0,3333333333","0,8275862069","0,8888888889"
"0,4166666667","0,9220779221","0,9220779221"
"0,2","0,9672131148","0,9672131148"
"0,25","0,95","0,95"
"0,1538461538","0,9487179487","0,9487179487"
"0,1666666667","0,9491525424","0,9491525424"
0,1,1
"0,4285714286","0,9433962264","0,9433962264"
"0,2","0,962962963","0,962962963"
"0,09090909091","0,9836065574","0,9836065574"
0,1,1
"0,2","0,9545454545","0,9545454545"
0,1,1
"0,5","0,8936170213","0,8936170213"
"0,5","0,8913043478","0,8913043478"
"0,125","0,9791666667","0,9791666667"
"0,1428571429","0,976744186","0,976744186"
"0,2857142857","0,9444444444","0,9444444444"
"0,3333333333","0,9375","0,9375"
"0,5","0,9523809524","0,9523809524"
"0,1111111111","0,9811320755","0,9811320755"
"0,2727272727","0,961038961","0,9866666667"
"0,2857142857","0,9302325581","0,9523809524"
inf,0,0
inf,0,0
inf,0,0
0,1,1
0,1,1
